,org,file_,URL,File,Lines_of_code,Require,Ensure,Include,Attribute,Hard_coded_string,Comment,Command,File_mode,SSH_KEY,defect_status,bag_of_words
63,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/pxetool/manifests/master.pp,1,6,229,6,11,17,95,59,26,2,6,6,1,"{'class': 6, 'pxetool': 31, 'master': 1, 'ssh': 9, 'id': 6, 'rsa': 6, 'pub': 3, 'config': 5, 'etc': 5, 'yaml': 3, 'databas': 7, 'engin': 1, 'django': 6, 'db': 1, 'backend': 1, 'sqlite': 2, 'host': 1, 'undef': 5, 'name': 8, 'var': 11, 'lib': 9, 'password': 1, 'port': 6, 'user': 29, 'nginx': 20, 'access': 6, 'log': 19, 'error': 6, 'format': 5, 'packag': 12, 'server': 7, 'fqdn': 1, 'ssl': 26, 'cert': 10, 'file': 27, 'crt': 1, 'content': 11, 'key': 10, 'privat': 1, 'defin': 2, 'uwsgi': 8, 'base': 3, 'python': 3, 'redi': 1, 'ensur': 13, 'present': 10, 'managehom': 1, 'fals': 1, 'home': 1, 'system': 1, 'true': 6, 'shell': 1, 'usr': 5, 'sbin': 1, 'nologin': 1, 'directori': 1, 'owner': 6, 'group': 6, 'mode': 6, 'requir': 6, 'templat': 1, 'erb': 1, 'exec': 3, 'syncdb': 3, 'command': 2, 'admin': 2, 'noinput': 1, 'environ': 2, 'set': 4, 'modul': 3, 'cfg': 5, 'migratedb': 1, 'migrat': 1, 'notifi': 1, 'servic': 2, 'resourc': 7, 'vhost': 5, 'listen': 3, 'locat': 8, 'append': 2, 'connect': 1, 'timeout': 3, 'read': 1, 'send': 1, 'static': 3, 'www': 4, 'root': 7, 'dist': 1, 'ui': 1, 'doc': 3, 'share': 1, 'titl': 3, 'redirect': 1, 'http': 2, 'return': 1, 'request': 1, 'uri': 1, 'applic': 1, 'plugin': 1, 'wsgi': 1, 'env': 1, 'uid': 1, 'gid': 1, 'socket': 1, 'supervisord': 2, 'supervisor': 2, 'init': 2, 'script': 1, 'provid': 1, 'apt': 1, 'execut': 2, 'bin': 2, 'ctl': 1, 'supervisorctl': 1}"
64,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/common.pp,0,4,202,5,6,11,42,34,22,3,4,4,1,"{'class': 13, 'fuel': 8, 'project': 8, 'common': 7, 'bind': 1, 'polici': 1, 'extern': 3, 'host': 5, 'fals': 3, 'kernel': 3, 'packag': 9, 'undef': 1, 'ldap': 14, 'base': 1, 'ignor': 1, 'user': 2, 'uri': 1, 'logrot': 4, 'rule': 6, 'hiera': 4, 'hash': 5, 'logstash': 2, 'forward': 2, 'pam': 2, 'filter': 1, 'password': 2, 'puppet': 15, 'cron': 8, 'ok': 2, 'root': 9, 'r': 1, 'tme': 1, 'shell': 1, 'bin': 12, 'bash': 1, 'tl': 1, 'cacertdir': 1, 'fact': 6, 'locat': 2, 'role': 2, 'atop': 1, 'log': 5, 'storag': 1, 'logstashforward': 1, 'ntp': 1, 'agent': 7, 'ssh': 4, 'author': 1, 'key': 2, 'sshd': 1, 'appli': 2, 'firewal': 2, 'system': 1, 'zabbix': 16, 'facter': 2, 'case': 2, 'osfamili': 2, 'debian': 2, 'ensur': 10, 'apparmor': 1, 'default': 3, 'config': 3, 'dmesg': 1, 'item': 6, 'oom': 1, 'killer': 1, 'ulimit': 1, 'screen': 1, 'tmux': 1, 'file': 9, 'usr': 9, 'local': 7, 'sshkey': 8, 'sh': 9, 'present': 6, 'mode': 4, 'owner': 3, 'group': 3, 'content': 5, 'templat': 3, 'erb': 3, 'exec': 3, 'sync': 1, 'command': 3, 'logoutput': 1, 'failur': 1, 'requir': 5, 'hostnam': 8, 'logger': 1, 'hour': 1, 'minut': 1, 'fqdn': 2, 'rand': 1, 'apt': 1, 'yum': 12, 'repo': 3, 'gpgkey': 5, 'creat': 4, 'resourc': 4, 'versionlock': 4, 'tag': 1, 'plugin': 1, 'softwar': 2, 'check': 7, 'conf': 3, 'smartmontool': 2, 'hardwar': 2, 'modul': 3, 'certif': 5, 'sourc': 1, 'ssl': 2, 'mount': 1, 'option': 1, 'error': 1, 'remount': 1, 'ro': 1, 'noatim': 1, 'nodiratim': 1, 'barrier': 1, 'etc': 6, 'n': 1, 'notifi': 1, 'f': 2, 'subscrib': 1, 'refreshonli': 1, 'true': 1, 'ye': 1, 'know': 1, 'realli': 1, 'tvd': 2, 'noop': 1, 'var': 2, 'red': 1, 'hat': 1}"
65,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/jenkins/manifests/swarm_slave.pp,0,3,108,3,8,11,33,20,16,0,2,2,1,"{'class': 1, 'jenkin': 23, 'swarm': 12, 'slave': 4, 'java': 7, 'packag': 16, 'param': 11, 'label': 2, 'master': 2, 'password': 3, 'servic': 10, 'ssl': 10, 'cert': 11, 'file': 13, 'content': 6, 'user': 6, 'inherit': 1, 'defin': 3, 'ensur': 8, 'present': 4, 'name': 1, 'shell': 1, 'bin': 2, 'bash': 1, 'home': 2, 'managehom': 1, 'true': 5, 'system': 1, 'comment': 1, 'usr': 1, 'local': 1, 'fetchlabel': 2, 'sh': 1, 'absent': 2, 'cron': 1, 'requir': 3, 'etc': 2, 'default': 1, 'owner': 2, 'group': 2, 'root': 3, 'mode': 2, 'templat': 1, 'conf': 1, 'erb': 1, 'notifi': 2, 'run': 1, 'enabl': 1, 'hasstatu': 1, 'hasrestart': 1, 'fals': 1, 'ks': 1, 'cacert': 1, 'latest': 1, 'certif': 1, 'changeit': 1, 'trustcacert': 1}"
66,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-concat/manifests/setup.pp,0,1,49,0,2,2,13,5,14,0,2,2,1,"{'class': 1, 'concat': 6, 'setup': 1, 'id': 6, 'root': 4, 'group': 5, 'default': 2, 'basedir': 3, 'concatdir': 4, 'els': 1, 'fail': 1, 'defin': 1, 'tri': 1, 'run': 1, 'pluginsync': 1, 'enabl': 1, 'majorvers': 2, 'regsubst': 1, 'puppetvers': 1, 'file': 1, 'bin': 3, 'concatfrag': 4, 'sh': 4, 'owner': 2, 'mode': 2, 'sourc': 1, 'puppet': 2, 'modul': 1, 'ensur': 2, 'directori': 1, 'usr': 1, 'local': 1, 'absent': 1}"
67,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/tpi/manifests/vmware_lab.pp,0,1,109,6,5,11,40,25,10,1,1,1,1,"{'class': 2, 'tpi': 2, 'vmware': 48, 'lab': 1, 'ws': 7, 'instal': 7, 'workstat': 10, 'full': 1, 'x': 1, 'bundl': 1, 'serial': 5, 'env': 6, 'vsphere': 1, 'nsx': 1, 'rsync': 11, 'server': 4, 'packag': 3, 'libxtst': 1, 'libxcursor': 1, 'libxinerama': 1, 'libxi': 1, 'ensur': 6, 'home': 10, 'var': 1, 'lib': 1, 'share': 6, 'vm': 1, 'file': 2, 'directori': 1, 'mode': 1, 'owner': 1, 'root': 2, 'group': 1, 'get': 4, 'etc': 2, 'sourc': 6, 'storag': 3, 'config': 1, 'purg': 2, 'fals': 5, 'recurs': 2, 'true': 6, 'option': 2, 'onlyif': 2, 'pgrep': 2, 'vmx': 2, 'suffix': 1, 'prefix': 1, 'join': 1, 'requir': 7, 'valid': 1, 'z': 3, 'invalid': 1, 'exec': 5, 'command': 1, 'echo': 1, 'consol': 1, 'eula': 1, 'agre': 1, 'set': 2, 'creat': 1, 'usr': 1, 'bin': 2, 'nf': 1, 'client': 1, 'servic': 3, 'run': 3, 'enabl': 3, 'hasstatu': 3, 'pattern': 3, 'authdlaunch': 1, 'hostd': 1, 'usbarbitr': 2, 'user': 2, 'present': 1, 'password': 2, 'comment': 1, 'name': 1, 'shell': 1, 'number': 1}"
68,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/partnershare.pp,0,1,81,2,3,5,28,23,12,1,1,2,1,"{'class': 5, 'fuel': 6, 'project': 5, 'app': 1, 'partnershar': 12, 'author': 3, 'key': 4, 'htpasswd': 4, 'content': 3, 'ensur': 4, 'packag': 1, 'python': 1, 'seed': 1, 'client': 1, 'defin': 2, 'common': 2, 'extern': 1, 'host': 1, 'appli': 1, 'firewal': 1, 'rule': 1, 'nginx': 6, 'user': 5, 'present': 2, 'home': 1, 'var': 5, 'www': 9, 'managehom': 1, 'true': 2, 'system': 1, 'requir': 2, 'file': 4, 'ssh': 2, 'type': 1, 'rsa': 1, 'etc': 2, 'partner': 2, 'owner': 2, 'root': 4, 'group': 1, 'data': 2, 'mode': 1, 'cron': 1, 'cleaner': 1, 'command': 1, 'find': 1, 'mtime': 1, 'delet': 1, 'dev': 1, 'null': 1, 'hour': 1, 'minut': 1, 'resourc': 2, 'vhost': 3, 'server': 1, 'name': 1, 'share': 1, 'infra': 1, 'org': 1, 'cfg': 2, 'append': 2, 'autoindex': 1, 'auth': 2, 'basic': 2, 'restrict': 1, 'access': 1, 'disabl': 1, 'symlink': 1, 'locat': 3, 'deni': 1}"
69,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/ssh/manifests/ldap.pp,0,4,90,0,6,9,23,20,14,0,3,3,1,"{'class': 2, 'ssh': 12, 'ldap': 20, 'bind': 2, 'polici': 2, 'param': 5, 'base': 2, 'ignor': 2, 'user': 2, 'uri': 1, 'pam': 5, 'filter': 1, 'password': 2, 'sudoer': 1, 'tl': 1, 'cacertdir': 1, 'includ': 3, 'banner': 1, 'sshd': 2, 'packag': 6, 'ensur': 6, 'present': 4, 'case': 1, 'osfamili': 1, 'debian': 1, 'etc': 13, 'dir': 4, 'openldap': 1, 'default': 1, 'file': 8, 'conf': 9, 'mode': 3, 'owner': 3, 'root': 6, 'group': 3, 'content': 3, 'templat': 3, 'erb': 3, 'link': 1, 'target': 1, 'nsswitch': 3, 'notifi': 1, 'servic': 3, 'nscd': 3, 'common': 3, 'session': 3, 'run': 1, 'enabl': 1, 'true': 2, 'hasstatu': 1, 'hasrestart': 1, 'fals': 1, 'red': 1, 'hat': 1}"
70,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_stats/manifests/collector.pp,1,7,247,7,8,16,90,61,26,1,7,7,1,"{'class': 6, 'fuel': 34, 'stat': 34, 'collector': 46, 'analyt': 6, 'ip': 4, 'param': 14, 'auto': 2, 'updat': 2, 'develop': 3, 'filter': 4, 'rule': 6, 'firewal': 11, 'enabl': 3, 'repo': 2, 'http': 16, 'port': 13, 'nginx': 20, 'access': 6, 'log': 25, 'error': 6, 'limit': 11, 'conn': 8, 'format': 7, 'custom': 1, 'psql': 15, 'db': 11, 'pass': 4, 'user': 7, 'servic': 3, 'hostnam': 2, 'fqdn': 3, 'ssl': 24, 'cert': 10, 'file': 41, 'etc': 13, 'crt': 1, 'content': 10, 'key': 11, 'inherit': 1, 'defin': 7, 'instal': 2, 'true': 3, 'host': 2, 'owner': 7, 'root': 13, 'group': 7, 'mode': 8, 'conf': 3, 'sourc': 1, 'puppet': 1, 'modul': 3, 'hiera': 1, 'hash': 1, 'els': 3, 'ensur': 8, 'present': 4, 'home': 1, 'var': 9, 'www': 5, 'managehom': 1, 'fals': 1, 'system': 1, 'shell': 1, 'usr': 2, 'sbin': 1, 'nologin': 1, 'json': 3, 'templat': 2, 'erb': 2, 'py': 10, 'collect': 1, 'requir': 7, 'includ': 1, 'rewrit': 7, 'request': 1, 'uri': 1, 'perman': 1, 'merg': 2, 'locat': 5, 'cfg': 5, 'append': 5, 'resourc': 3, 'vhost': 3, 'listen': 3, 'server': 2, 'name': 2, 'uwsgi': 4, 'titl': 1, 'redirect': 1, 'dev': 3, 'applic': 2, 'plugin': 2, 'python': 3, 'uid': 2, 'gid': 2, 'socket': 2, 'env': 2, 'set': 3, 'chdir': 2, 'api': 3, 'app': 4, 'test': 1, 'callabl': 2, 'src': 3, 'path': 3, 'exec': 1, 'upgrad': 2, 'command': 1, 'manag': 1, 'prod': 2, 'environ': 1, 'cwd': 1, 'migrat': 1, 'packag': 2, 'notifi': 1, 'lib': 1, 'dist': 1, 'directori': 1}"
71,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/jenkins/manifests/slave.pp,0,0,35,1,2,3,10,7,8,0,0,0,1,"{'class': 1, 'jenkin': 11, 'slave': 3, 'java': 4, 'packag': 6, 'param': 3, 'author': 4, 'key': 4, 'inherit': 1, 'ensur': 3, 'defin': 1, 'user': 4, 'present': 2, 'name': 1, 'shell': 1, 'bin': 1, 'bash': 1, 'home': 2, 'managehom': 1, 'true': 2, 'system': 1, 'comment': 1, 'creat': 1, 'resourc': 1, 'ssh': 1, 'requir': 1}"
72,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/landing_page/manifests/params.pp,1,0,52,0,0,0,0,19,4,0,0,0,1,"{'class': 1, 'land': 7, 'page': 7, 'param': 1, 'app': 4, 'user': 3, 'releas': 9, 'plugin': 2, 'catalog': 1, 'secur': 1, 'sheet': 1, 'appli': 1, 'firewal': 2, 'rule': 1, 'fals': 2, 'config': 3, 'etc': 4, 'set': 1, 'py': 2, 'templat': 1, 'erb': 1, 'databas': 6, 'engin': 1, 'django': 1, 'db': 1, 'backend': 1, 'mysql': 1, 'host': 1, 'localhost': 1, 'name': 2, 'password': 1, 'port': 1, 'debug': 1, 'allow': 1, 'sourc': 1, 'googl': 1, 'analyt': 1, 'properti': 1, 'id': 1, 'undef': 5, 'nginx': 7, 'access': 2, 'log': 7, 'var': 2, 'error': 2, 'format': 1, 'server': 2, 'alias': 1, 'fqdn': 1, 'packag': 2, 'python': 1, 'mysqldb': 1, 'updat': 6, 'statu': 1, 'cli': 1, 'repositori': 1, 'http': 1, 'ssl': 7, 'true': 1, 'cert': 2, 'file': 4, 'crt': 1, 'content': 2, 'key': 2, 'pem': 1, 'timezon': 1, 'utc': 1, 'uwsgi': 1, 'socket': 1, 'yaml': 1, 'token': 2, 'secret': 1, 'jenkin': 1}"
73,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_stats/manifests/migration.pp,0,2,90,2,3,7,27,17,11,3,2,2,1,"{'class': 3, 'fuel': 14, 'stat': 14, 'migrat': 22, 'develop': 2, 'fals': 2, 'psql': 17, 'host': 4, 'param': 5, 'user': 5, 'pass': 4, 'db': 6, 'inherit': 1, 'defin': 2, 'instal': 2, 'file': 6, 'etc': 4, 'yaml': 5, 'ensur': 3, 'content': 1, 'templat': 1, 'erb': 1, 'mode': 2, 'owner': 2, 'root': 5, 'group': 2, 'cmd': 5, 'var': 4, 'www': 1, 'manag': 2, 'py': 2, 'c': 2, 'dev': 1, 'exec': 5, 'clear': 5, 'indic': 7, 'cron': 3, 'els': 1, 'usr': 1, 'bin': 1, 'packag': 1, 'log': 3, 'directori': 1, 'command': 3, 'logger': 1, 'hour': 1, 'minut': 1, 'requir': 2, 'tri': 2, 'sleep': 1, 'creat': 2}"
74,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-openstack/manifests/auth_file.pp,2,1,25,0,0,0,1,4,5,0,0,0,0,"{'class': 1, 'openstack': 1, 'auth': 3, 'file': 2, 'admin': 11, 'password': 3, 'control': 3, 'node': 3, 'keyston': 4, 'token': 4, 'user': 2, 'tenant': 3, 'root': 1, 'openrc': 1, 'content': 1, 'export': 7, 'os': 5, 'name': 1, 'usernam': 1, 'url': 1, 'http': 2, 'v': 2, 'strategi': 1, 'servic': 2, 'endpoint': 1}"
75,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/zabbix/manifests/frontend.pp,1,5,212,5,8,17,71,47,33,0,4,4,0,"{'class': 7, 'zabbix': 49, 'frontend': 28, 'appli': 3, 'firewal': 9, 'rule': 3, 'param': 28, 'config': 8, 'templat': 10, 'db': 14, 'driver': 2, 'host': 2, 'name': 7, 'password': 2, 'port': 8, 'schema': 2, 'user': 3, 'allow': 3, 'sourc': 3, 'imag': 2, 'format': 8, 'default': 5, 'instal': 3, 'ping': 7, 'handler': 6, 'nginx': 28, 'access': 6, 'log': 18, 'error': 6, 'packag': 8, 'servic': 7, 'fqdn': 7, 'ssl': 29, 'certif': 9, 'content': 10, 'key': 10, 'server': 18, 'inherit': 1, 'includ': 4, 'php': 11, 'fpm': 3, 'daemon': 2, 'defin': 2, 'resourc': 9, 'vhost': 6, 'ensur': 8, 'present': 7, 'use': 1, 'locat': 8, 'fals': 2, 'static': 2, 'www': 8, 'root': 9, 'usr': 4, 'share': 5, 'fastcgi': 1, 'file': 7, 'owner': 4, 'group': 4, 'mode': 4, 'titl': 4, 'listen': 4, 'true': 5, 'cert': 1, 'cach': 1, 'session': 1, 'timeout': 1, 'stapl': 2, 'verifi': 1, 'rewrit': 1, 'http': 3, 'requir': 5, 'var': 1, 'cfg': 1, 'append': 1, 'return': 1, 'request': 1, 'uri': 1, 'els': 1, 'conf': 1, 'data': 3, 'valu': 1, 'post': 1, 'max': 3, 'size': 1, 'execut': 1, 'time': 2, 'input': 1, 'date': 1, 'timezon': 1, 'utc': 1, 'cgi': 1, 'fix': 1, 'pathinfo': 1, 'modul': 2, 'mysql': 2, 'ldap': 2, 'gd': 2, 'setup': 1, 'absent': 1, 'pre': 2, 'creat': 1, 'dport': 1, 'action': 1, 'accept': 1}"
76,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/nailgun_demo.pp,3,6,290,16,14,30,148,108,19,6,2,2,1,"{'class': 1, 'fuel': 20, 'project': 1, 'nailgun': 54, 'demo': 10, 'server': 11, 'name': 8, 'ssl': 28, 'certif': 6, 'content': 7, 'key': 8, 'appli': 1, 'firewal': 1, 'rule': 1, 'fals': 1, 'lock': 9, 'file': 22, 'usr': 17, 'share': 18, 'web': 19, 'instal': 5, 'nginx': 19, 'access': 8, 'log': 27, 'var': 5, 'error': 8, 'format': 7, 'proxi': 1, 'etc': 2, 'cert': 2, 'crt': 1, 'privat': 1, 'packag': 9, 'git': 3, 'npm': 7, 'nodej': 1, 'legaci': 1, 'postgresql': 4, 'dev': 1, 'ensur': 14, 'present': 9, 'gulp': 3, 'provid': 2, 'requir': 18, 'user': 15, 'home': 13, 'managehom': 1, 'true': 7, 'directori': 3, 'owner': 6, 'remot': 1, 'vcsrepo': 3, 'sourc': 1, 'http': 2, 'github': 1, 'com': 1, 'stackforg': 1, 'db': 2, 'password': 2, 'venv': 29, 'path': 3, 'python': 7, 'txt': 1, 'option': 1, 'exec': 13, 'syncdb': 3, 'command': 6, 'manag': 4, 'py': 4, 'cwd': 6, 'onlyif': 6, 'test': 6, 'f': 6, 'loaddefault': 3, 'gendata': 2, 'gener': 1, 'node': 2, 'fixtur': 2, 'n': 1, 'loaddata': 3, 'fake': 4, 'environ': 3, 'json': 1, 'timeout': 9, 'compress': 5, 'static': 12, 'build': 1, 'dir': 1, 'line': 3, 'mode': 4, 'set': 3, 'yaml': 1, 'task': 1, 'resourc': 5, 'vhost': 5, 'redirect': 1, 'listen': 3, 'port': 4, 'www': 4, 'root': 7, 'locat': 9, 'cfg': 5, 'append': 5, 'rewrit': 3, 'request': 1, 'uri': 1, 'perman': 1, 'uwsgi': 9, 'connect': 2, 'read': 2, 'send': 2, 'break': 2, 'group': 2, 'cach': 1, 'stapl': 2, 'verifi': 1, 'session': 1, 'applic': 2, 'plugin': 1, 'uid': 1, 'gid': 1, 'socket': 1, 'chdir': 1, 'modul': 2, 'wsgi': 1, 'env': 1, 'django': 1, 'worker': 1, 'enabl': 1, 'thread': 1}"
77,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-ssh/manifests/server/service.pp,0,0,9,1,1,2,5,1,0,0,0,0,1,"{'class': 2, 'ssh': 3, 'server': 2, 'servic': 3, 'param': 1, 'name': 1, 'ensur': 1, 'run': 1, 'hasstatu': 1, 'true': 3, 'hasrestart': 1, 'enabl': 1, 'requir': 1, 'config': 1}"
78,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/roles/zabbix/server.pp,0,1,78,3,4,7,20,25,18,1,1,1,1,"{'class': 6, 'fuel': 5, 'project': 5, 'role': 4, 'zabbix': 13, 'server': 11, 'mysql': 15, 'replic': 7, 'password': 4, 'user': 6, 'repl': 1, 'slave': 7, 'host': 5, 'undef': 1, 'mainten': 10, 'cron': 3, 'hour': 1, 'script': 4, 'usr': 1, 'share': 1, 'sh': 6, 'config': 1, 'root': 3, 'cnf': 1, 'master': 3, 'slack': 7, 'emoji': 3, 'ok': 1, 'smile': 1, 'problem': 1, 'frown': 1, 'unknown': 1, 'ghost': 1, 'post': 1, 'usernam': 1, 'web': 1, 'hook': 1, 'url': 1, 'common': 1, 'alertscript': 2, 'templat': 3, 'erb': 3, 'requir': 3, 'zabbkit': 2, 'ensur': 4, 'present': 4, 'hash': 1, 'grant': 2, 'option': 1, 'privileg': 1, 'tabl': 1, 'file': 1, 'owner': 1, 'group': 1, 'mode': 1, 'content': 1, 'creat': 1, 'resourc': 1, 'command': 1, 'logger': 1}"
79,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/puppet/manifests/params.pp,0,0,89,0,0,0,0,22,49,0,0,0,1,"{'class': 1, 'puppet': 20, 'param': 1, 'agent': 5, 'config': 6, 'templat': 4, 'conf': 4, 'erb': 4, 'packag': 3, 'servic': 3, 'appli': 1, 'firewal': 2, 'rule': 1, 'fals': 3, 'archiv': 2, 'file': 2, 'server': 2, 'undef': 8, 'autosign': 1, 'classfil': 1, 'etc': 2, 'environ': 1, 'allow': 1, 'sourc': 1, 'graph': 1, 'hiera': 12, 'backend': 1, 'yaml': 4, 'hierarchi': 1, 'common': 1, 'json': 1, 'datadir': 2, 'var': 6, 'lib': 5, 'logger': 1, 'consol': 1, 'merg': 1, 'behavior': 1, 'deep': 1, 'localconfig': 1, 'logdir': 1, 'log': 1, 'master': 4, 'puppetmast': 2, 'modulepath': 1, 'parser': 1, 'pluginsync': 1, 'true': 3, 'report': 1, 'rundir': 1, 'run': 1, 'show': 1, 'diff': 1, 'ssldir': 1, 'ssl': 1, 'vardir': 2, 'factpath': 1, 'facter': 1}"
80,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/manifests/site.pp,0,2,188,1,2,6,28,15,6,0,2,2,1,"{'exec': 2, 'path': 1, 'usr': 4, 'local': 2, 'sbin': 3, 'bin': 3, 'provid': 1, 'shell': 1, 'file': 4, 'replac': 1, 'true': 11, 'osfamili': 1, 'debian': 1, 'apt': 1, 'updat': 1, 'packag': 1, 'stage': 2, 'pre': 1, 'main': 1, 'gitrevis': 4, 'id': 1, 'notifi': 2, 'revis': 1, 'var': 3, 'lib': 3, 'puppet': 6, 'ensur': 2, 'directori': 1, 'owner': 2, 'group': 2, 'mode': 2, 'txt': 1, 'present': 1, 'root': 2, 'content': 1, 'requir': 1, 'node': 28, 'doc': 1, 'slave': 10, 'vm': 15, 'miranti': 24, 'net': 23, 'class': 31, 'fuel': 29, 'project': 25, 'jenkin': 12, 'packtest': 1, 'bud': 5, 'infra': 9, 'run': 2, 'test': 3, 'ldap': 2, 'perestroika': 1, 'mirror': 1, 'org': 4, 'extern': 3, 'host': 3, 'common': 5, 'includ': 3, 'nginx': 2, 'share': 1, 'irc': 1, 'bouncer': 1, 'znc': 1, 'appli': 2, 'firewal': 2, 'rule': 2, 'review': 1, 'solr': 1, 'tst': 2, 'devop': 5, 'tool': 4, 'msk': 8, 'srt': 3, 'kha': 2, 'poz': 2, 'gerrit': 2, 'osci': 1, 'master': 3, 'tpi': 6, 'lab': 1, 'server': 2, 'puppetmast': 1, 'demo': 2, 'nailgun': 1, 'gf': 6, 'glusterf': 2, 'creat': 1, 'pool': 2, 'volum': 1, 'name': 1, 'data': 1, 'plugin': 1, 'instal': 1, 'docker': 1, 'mongo': 6, 'secondari': 2, 'primari': 4, 'fals': 2, 'storag': 2, 'role': 1, 'ob': 2, 'com': 1, 'sandbox': 2, 'default': 2, 'hiera': 2, 'valid': 1, 'array': 1, 'els': 1, 'invoc': 1}"
81,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/jenkins/slave/custom_scripts.pp,0,1,69,3,2,5,13,11,9,0,2,2,0,"{'class': 5, 'fuel': 4, 'project': 4, 'jenkin': 5, 'slave': 4, 'custom': 3, 'script': 3, 'docker': 8, 'packag': 8, 'config': 7, 'path': 3, 'etc': 1, 'user': 7, 'known': 4, 'host': 4, 'undef': 1, 'git': 1, 'hiera': 1, 'hash': 1, 'defin': 2, 'common': 2, 'ensur': 4, 'titl': 1, 'group': 3, 'requir': 3, 'creat': 2, 'resourc': 2, 'ssh': 1, 'overwrit': 1, 'fals': 1, 'file': 3, 'directori': 1, 'owner': 2, 'root': 4, 'mode': 2, 'present': 1}"
82,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-external-ceph/deployment_scripts/puppet/modules/external_ceph/manifests/conf.pp,0,3,46,0,3,3,9,8,0,0,2,2,0,"{'class': 1, 'extern': 17, 'ceph': 33, 'conf': 6, 'plugin': 2, 'name': 2, 'notic': 1, 'modular': 1, 'pp': 1, 'hiera': 1, 'hash': 1, 'mon': 2, 'host': 1, 'string': 1, 'pick': 11, 'fsid': 2, 'cinder': 10, 'fals': 7, 'key': 6, 'user': 6, 'glanc': 6, 'true': 2, 'nova': 2, 'backup': 4, 'file': 6, 'etc': 4, 'ensur': 3, 'directori': 1, 'content': 2, 'templat': 2, 'path': 2, 'present': 2, 'mode': 2, 'keyr': 4, 'bin': 4, 'erb': 1}"
83,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-openstack/manifests/test_file.pp,0,1,29,0,0,0,1,5,15,0,0,0,0,"{'class': 1, 'openstack': 2, 'test': 3, 'file': 3, 'path': 3, 'tmp': 1, 'nova': 2, 'sh': 2, 'rc': 1, 'root': 1, 'openrc': 1, 'imag': 1, 'type': 1, 'cirro': 1, 'sleep': 1, 'time': 1, 'float': 1, 'ip': 1, 'true': 2, 'quantum': 1, 'content': 1, 'templat': 1, 'erb': 1}"
84,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-vxlan-vlan-7/deployment_scripts/configure-ml2-controller.pp,0,0,57,0,3,4,17,9,0,0,0,0,1,"{'plugin': 13, 'name': 3, 'fuel': 1, 'vxlan': 1, 'vlan': 9, 'notic': 1, 'modular': 1, 'configur': 1, 'ml': 7, 'control': 1, 'pp': 1, 'metadata': 6, 'hiera': 2, 'fals': 2, 'releas': 2, 'version': 3, 'openstack': 1, 'old': 1, 'unsupport': 1, 'rang': 4, 'pick': 3, 'bridg': 6, 'br': 1, 'prv': 1, 'physnet': 4, 'providernet': 1, 'includ': 1, 'neutron': 11, 'param': 7, 'type': 1, 'network': 1, 'valu': 2, 'ini': 4, 'subset': 4, 'ov': 6, 'map': 3, 'ensur': 3, 'present': 1, 'section': 1, 'key': 1, 'val': 1, 'separ': 2, 'path': 1, 'mitaka': 1, 'etc': 2, 'openvswitch': 1, 'agent': 4, 'default': 1, 'conf': 1, 'set': 1, 'servic': 10, 'server': 3, 'run': 2, 'enabl': 2, 'true': 3, 'hasstatu': 1, 'hasrestart': 1, 'provid': 1, 'pacemak': 1}"
